Dataset,User ID,AI Preferred,Human Preferred,ratio_ai
poetry,R_2ZJJWqWjnvuidyQ,23,1,0.9583333333333334
poetry,R_2ZTVb33wNlQNpZR,16,9,0.64
poetry,R_2ZV627xfGSoZQ1s,14,11,0.56
poetry,R_2aIEPV2r4A3Xjia,15,10,0.6
poetry,R_2aJo0ly07h7L6Cu,19,6,0.76
poetry,R_2aP0VENdfgH1xT2,16,7,0.6956521739130435
poetry,R_2abivN5wAA4iCBi,23,2,0.92
poetry,R_2agbPAdKpe5selT,15,9,0.625
poetry,R_2ay3gvx5PQpA8as,19,5,0.7916666666666666
poetry,R_2azTCWMp5zSzRpc,17,8,0.68
poetry,R_2b1NUhEWbZ5lRgy,20,4,0.8333333333333334
poetry,R_2bWbE5ogbohfclO,11,8,0.5789473684210527
poetry,R_2ccQWbdBej3GAsx,14,11,0.56
poetry,R_2cp7Ou0ES0ifD5w,24,0,1.0
poetry,R_2ctmUSfq7Hdm2CJ,22,3,0.88
poetry,R_2dEblcf3SkXGTCX,22,3,0.88
poetry,R_2dEcI1JTwR6Qviu,12,10,0.5454545454545454
poetry,R_2dK0BG4gtQNyXSF,15,9,0.625
poetry,R_2dXc5sbHxiYIuUO,24,1,0.96
poetry,R_2dYiRhQDeIgQTKh,21,4,0.84
poetry,R_2dZqoVNYVDej1dD,22,3,0.88
poetry,R_2diEEPgpgBbqHOD,17,7,0.7083333333333334
poetry,R_2dn1EIG3ISMmUZX,24,1,0.96
poetry,R_2doqJfcZPUWcpuZ,15,10,0.6
poetry,R_2dxR8fhoky5HVrS,4,21,0.16
poetry,R_2eRm6akBFHptYbS,23,1,0.9583333333333334
poetry,R_2eVIDry7P7nOeed,8,17,0.32
poetry,R_2f2959BFPToyuoI,17,6,0.7391304347826086
poetry,R_2f8KQe2ugi8bZos,11,14,0.44
poetry,R_2fAOQLXIdLwzCHr,15,10,0.6
poetry,R_2fdFvTUraXuzPsu,22,3,0.88
poetry,R_2fp8k4oOp4diRqQ,10,15,0.4
poetry,R_2fuszZcV49w3Lz3,6,17,0.2608695652173913
poetry,R_2oifx345UNBNxMR,25,0,1.0
poetry,R_2pLwKS5uA0tilIN,25,0,1.0
poetry,R_2pQzCPPpyZ7Q6mb,25,0,1.0
poetry,R_2pRWcRPRdEMlixM,11,12,0.4782608695652174
poetry,R_2q1Q3QLUHvxYOhZ,23,2,0.92
poetry,R_2q7qvdK2SG6VZ2c,24,1,0.96
poetry,R_2qE0yWRfPoXpuzO,18,7,0.72
poetry,R_2qlTYR5uJjqOTV4,25,0,1.0
poetry,R_2qraEfvWMpTPMhp,21,4,0.84
poetry,R_2rSLE1RLiAHA9JG,21,4,0.84
poetry,R_2rYMEVcboGfQvcu,24,1,0.96
poetry,R_2rZA3O1fXi6RExU,12,9,0.5714285714285714
poetry,R_2rkjwp7sf8TjdE1,20,5,0.8
poetry,R_2rwl8OrzQX8IEvr,17,7,0.7083333333333334
poetry,R_2rxcQzE6jNKnipS,21,4,0.84
poetry,R_2sSbQxLPRS2NfVu,18,5,0.782608695652174
poetry,R_2sTjJOp2YPp7nCe,25,0,1.0
poetry,R_2sYhxEPDF0U7agr,2,22,0.08333333333333333
poetry,R_2tKKojVaCyv5We8,13,12,0.52
poetry,R_2txvgaPIrCGKcQH,20,2,0.9090909090909091
poetry,R_2tzNcVF1KLqbUgZ,8,15,0.34782608695652173
poetry,R_2uD1kW65mYln4bD,21,3,0.875
poetry,R_2uHEDFB9BqScfLK,24,1,0.96
poetry,R_2uTWTPWcSw7NYdo,4,21,0.16
poetry,R_2uyeJF7YqXVuA7N,24,1,0.96
poetry,R_2vZDdeTNf7oUEue,18,6,0.75
poetry,R_2vZdgalvJxxQGqm,24,1,0.96
poetry,R_2vddtADf1Aoe7dc,11,11,0.5
poetry,R_2vdpDVPZD8UCoZa,0,16,0.0
poetry,R_2vi7LRpsCpQCQ2R,21,4,0.84
poetry,R_2w461rwtcgkZ0xb,21,4,0.84
poetry,R_2w4CdTLk2Vae96s,23,2,0.92
poetry,R_2w6PWRDVsdD7u32,23,2,0.92
poetry,R_2wB8aZEH7LMLskZ,19,5,0.7916666666666666
poetry,R_2wMRPi1jJ0jlJa5,19,6,0.76
poetry,R_2y7a3CqLJ9czjNb,21,4,0.84
poetry,R_2yeZBIaAP5Lz5m5,25,0,1.0
poetry,R_2ymfuwPY1c6FLea,17,6,0.7391304347826086
poetry,R_2zRPghVA8apS6cM,21,2,0.9130434782608695
poetry,R_301ccMp5XM5B3GM,23,1,0.9583333333333334
poetry,R_30321uglhdScWiW,25,0,1.0
poetry,R_3074GpJhJyAcE75,25,0,1.0
poetry,R_30i4jXTCj3iW92l,13,10,0.5652173913043478
poetry,R_30kmG1CI8HfSJ7e,17,6,0.7391304347826086
poetry,R_30vgycfazUKzI4s,19,6,0.76
poetry,R_31HRvd7wmVCZLmh,15,10,0.6
poetry,R_31N10yPWUHsySM0,23,2,0.92
poetry,R_31RY5EgS8pICWQi,24,1,0.96
poetry,R_31RymrkFWSjyzIj,13,12,0.52
poetry,R_322wh7zii63Lt2u,23,1,0.9583333333333334
poetry,R_32VHo3Fq6eXG1Jx,16,7,0.6956521739130435
poetry,R_32WSVziI9lHDZr8,18,7,0.72
poetry,R_3338cev7sxczcbU,17,6,0.7391304347826086
poetry,R_33DPmRsEx3YQ9li,16,6,0.7272727272727273
poetry,R_33dqEsCmNSVoS7f,15,10,0.6
poetry,R_33qAmtcfNb7kpnl,13,10,0.5652173913043478
poetry,R_33sep7i8Te2H5U1,9,15,0.375
poetry,R_3BHEQ7o2VKwCDiV,12,13,0.48
poetry,R_3CAZaZiFbvaIxYZ,25,0,1.0
poetry,R_3CH6bMqNcVejarI,13,10,0.5652173913043478
poetry,R_3CHkIhvbizGTRQ5,7,16,0.30434782608695654
poetry,R_3CJBk5K2ReptYxK,23,2,0.92
poetry,R_3CJcOEZ0VmRwyhw,12,13,0.48
poetry,R_3CO6UY0FiEXoOxq,10,15,0.4
poetry,R_3CWomGHPkHgfLtZ,23,2,0.92
poetry,R_3D0FohAHOgG8hZZ,25,0,1.0
poetry,R_3D5yNuulO7LmWQy,19,6,0.76
poetry,R_3Dhfd6QiFz1Zuxg,13,10,0.5652173913043478
poetry,R_3EAv6cLI2cEacNL,24,1,0.96
poetry,R_3EFng8LIctgFKNG,22,3,0.88
poetry,R_3Eb5nGrgOAJYn2N,24,1,0.96
poetry,R_3Eu2Hij6USfVnSh,18,7,0.72
poetry,R_3FJSuCSYgNuT7ri,12,13,0.48
poetry,R_3FPSt1eSzS6dQk7,24,0,1.0
poetry,R_3FPxGdTIDphs0w6,20,4,0.8333333333333334
poetry,R_3FPxXsjDImD1lLb,19,5,0.7916666666666666
poetry,R_3FRkVrDA6lnClBA,11,14,0.44
poetry,R_3G1XeqkDz2qB7Ts,16,8,0.6666666666666666
poetry,R_3G8td0GkHzULidb,21,4,0.84
poetry,R_3GAGhlKpKM0rbHP,14,11,0.56
poetry,R_3GcQdkHEvB1rLgT,23,2,0.92
poetry,R_3Gpkd4VhvlwHiAk,18,7,0.72
poetry,R_3HBJbgm0HoQD6W5,11,13,0.4583333333333333
poetry,R_3HOJynjXm4JB45f,24,0,1.0
poetry,R_3HuUZ8QIiXscWfW,14,9,0.6086956521739131
poetry,R_3IWavKDUPWHLYkL,21,4,0.84
poetry,R_3IWrpdRaJoUdIsp,8,16,0.3333333333333333
poetry,R_3IYaJ84I6SUwVuS,23,2,0.92
poetry,R_3Ib4c1tMN5J2xnV,14,9,0.6086956521739131
poetry,R_3J2idrAY8TkfIQb,25,0,1.0
poetry,R_3JJjSv9fYk8LWjt,24,1,0.96
poetry,R_3JXBvgapHpvb1fz,25,0,1.0
poetry,R_3JaenH6YAIVggN1,21,3,0.875
poetry,R_3Jfwiei5dR9U5J7,13,11,0.5416666666666666
poetry,R_3JkJL3nnzKp6lnH,17,8,0.68
poetry,R_3KCukHZvee1N8dc,23,2,0.92
poetry,R_3KGvphonihZBPSd,25,0,1.0
poetry,R_3KHF9O2h2dQTmxm,12,12,0.5
poetry,R_3KO1YqyzXlHhWcM,13,12,0.52
poetry,R_3KVAjI5Nrb3C1FU,9,12,0.42857142857142855
poetry,R_3KZVvE6slqw6jaL,23,2,0.92
poetry,R_3KxYj0r3HFb9FrX,16,9,0.64
poetry,R_3MA1FriOBKsAeSO,21,4,0.84
poetry,R_3MDNGLMrXaIrP4s,20,5,0.8
poetry,R_3MFhMZRamR9MmLK,17,8,0.68
poetry,R_3MKh5qB9UbFNgct,20,5,0.8
poetry,R_3MQAOkGKBwGTOiF,5,20,0.2
poetry,R_3MidVJQsphfCy7x,12,11,0.5217391304347826
poetry,R_3Mli0YEYzp7RxIQ,12,11,0.5217391304347826
poetry,R_3Mo0aa5EVqJH8PN,22,2,0.9166666666666666
poetry,R_3NIgrjH0CHeK6E4,23,1,0.9583333333333334
poetry,R_3NIoViEzQs5VTMv,11,14,0.44
poetry,R_3NKEYO5oJiPQQzn,23,2,0.92
poetry,R_3NP9V2OAhsDieGe,7,17,0.2916666666666667
poetry,R_3NQwPrIolVTpO5i,17,8,0.68
poetry,R_3O6ObbwceCJvGbV,21,4,0.84
poetry,R_3O94S2Gj7BvptPx,19,6,0.76
poetry,R_3OihlNqUE9fU7o6,24,1,0.96
poetry,R_3P66lT94zFG5foM,20,5,0.8
poetry,R_3PFBAyeVekcoB1L,13,12,0.52
poetry,R_3PMLnMNRQQbBmhs,24,1,0.96
poetry,R_3PaxgMoWOEIOLPz,22,2,0.9166666666666666
poetry,R_3PtzAu5M9wlKi5h,20,5,0.8
poetry,R_3PvEouvqmiYQTgU,18,6,0.75
poetry,R_3PvQ0eoPq3KVMh0,13,11,0.5416666666666666
poetry,R_3Pw1JjUBdA538cu,25,0,1.0
poetry,R_3Q0ktVMQ2layYPT,21,4,0.84
poetry,R_3QFqK3HAgoOMTWe,25,0,1.0
poetry,R_3R3ELPW3PPCmfK1,15,0,1.0
poetry,R_3ReG9tHUTnwhob3,8,17,0.32
poetry,R_3Rw2EaD2h3xrfaF,9,16,0.36
poetry,R_3RxWLVb9NUCnmX8,24,1,0.96
poetry,R_3a8QWvETOUAmsqR,10,12,0.45454545454545453
poetry,R_3dGGg0KDODHnhzY,22,3,0.88
poetry,R_3e7XjmOXeuCxpcu,19,4,0.8260869565217391
poetry,R_3e9RMxwwJ0NaFBC,21,4,0.84
poetry,R_3ebhjV4cOTCOizP,12,10,0.5454545454545454
poetry,R_3efPIntZKy8ljbg,6,19,0.24
poetry,R_3ekRZan7CK7w3nD,8,16,0.3333333333333333
poetry,R_3ekrOqwkk93dZ7e,23,2,0.92
poetry,R_3eku6TfZLWImicc,21,4,0.84
poetry,R_3etvNkLL9MXB1TW,23,1,0.9583333333333334
poetry,R_3ezszpdQGK8kvyd,20,5,0.8
poetry,R_3fHltbBsCDTp7BY,16,7,0.6956521739130435
poetry,R_3fN0LXO1HQQdMQi,25,0,1.0
poetry,R_3fOGw4rttsDK2MG,20,5,0.8
poetry,R_3fTcSm0GIYkJn4s,19,5,0.7916666666666666
poetry,R_3foACReawS1i1wa,21,4,0.84
poetry,R_3fuR8pgk0gVdNMr,7,17,0.2916666666666667
poetry,R_3h0e9ByoqqIceuE,24,1,0.96
poetry,R_3hApgKOEHkbqZUj,20,5,0.8
poetry,R_3hEKz2SKlSrD34T,23,1,0.9583333333333334
poetry,R_3hbSZGlFfZpyaUG,4,20,0.16666666666666666
poetry,R_3hfkeL3t0Et3L1G,10,15,0.4
poetry,R_3iEfKxZlTLLI1GA,25,0,1.0
poetry,R_3iJPtffFF8aWCTA,21,4,0.84
poetry,R_3j6AFlgOWpd9peN,7,17,0.2916666666666667
poetry,R_3j7MLGDRDRFkdUF,10,15,0.4
poetry,R_3jdOkv85HlS9IJD,23,0,1.0
poetry,R_3k56pqiNfA6cQyJ,17,7,0.7083333333333334
poetry,R_3kNZWq0bByBvcMf,19,6,0.76
poetry,R_3kO1j76mPNdbfmw,24,1,0.96
poetry,R_3kb7ra4d7PgSHzU,21,4,0.84
poetry,R_3lEmyLNNjALb2gJ,19,6,0.76
poetry,R_3lVwdHp2Fwl3XyM,17,4,0.8095238095238095
poetry,R_3ltMxjEHhjeiU3i,18,6,0.75
poetry,R_3mfUbybfemKxVau,22,3,0.88
poetry,R_3mjyFOxVJmErw6r,15,10,0.6
poetry,R_3n2tNjhxr9W5nQz,25,0,1.0
poetry,R_3nDE3TTgXQl3Fmu,24,1,0.96
poetry,R_3nJcdMvL3fJ26Dm,10,15,0.4
poetry,R_3nUvklBR13HAkZc,17,8,0.68
poetry,R_3ncJSF1hyU4oHn2,22,3,0.88
poetry,R_3niUSVPKRSynimY,11,13,0.4583333333333333
poetry,R_3no5D3SrU1SXqlU,22,2,0.9166666666666666
poetry,R_3noXMSf0RHykdBB,13,11,0.5416666666666666
poetry,R_3nqGoQLlKdvWyX2,18,6,0.75
poetry,R_3oGi61BRO31Ajvf,15,9,0.625
poetry,R_3oWVUA8cezq7J5Z,24,1,0.96
poetry,R_3p3TCsQIrvbAsiV,18,7,0.72
poetry,R_3p6gVIkqmFpgxl8,15,9,0.625
poetry,R_3pgzaIef5FKP4AE,17,8,0.68
poetry,R_3phh1ImAr3wuEoG,15,10,0.6
poetry,R_3psDb07t2jhhWLs,19,6,0.76
poetry,R_3qEXA15az2GeZRc,20,5,0.8
poetry,R_3qHBDefuUejuVSe,25,0,1.0
poetry,R_3qJu6CSusLxBRHm,16,7,0.6956521739130435
poetry,R_3qqFoJrZYyimpyl,18,7,0.72
poetry,R_3qsuoXOW9RTNk9R,15,4,0.7894736842105263
poetry,R_3qxtv1yEbwfnhcU,25,0,1.0
poetry,R_3r0Rdp68weoloRn,24,1,0.96
poetry,R_3r0w5SOJoSnbGBo,19,5,0.7916666666666666
poetry,R_3rHuOcfBheGS6Rj,25,0,1.0
poetry,R_3rU3ECUnIHO7jaV,17,6,0.7391304347826086
poetry,R_3rYSJhb3bLiwEwO,19,5,0.7916666666666666
poetry,R_3s0mQAq0KXbo0kX,17,5,0.7727272727272727
poetry,R_3s52yqPyQjlzXx6,21,4,0.84
poetry,R_3s5pPIjcDL7an3t,23,2,0.92
poetry,R_3scWWYGpJEKyTdt,21,4,0.84
poetry,R_3snwpQoBXiCNiRs,16,8,0.6666666666666666
poetry,R_3syrZrR8lZG1Qqx,11,13,0.4583333333333333
poetry,R_4N0wLQXhXQrkSMV,23,2,0.92
poetry,R_4OYEuqF61U8MSTn,24,0,1.0
poetry,R_4SCcUfaiCYqp2M1,18,5,0.782608695652174
poetry,R_4V1UETX8DvnrY4x,23,1,0.9583333333333334
poetry,R_56dGfy5zRo0qSQx,14,9,0.6086956521739131
poetry,R_5tCgrhZXegWvfYl,25,0,1.0
poetry,R_5u9Rc2Vrcl1bYB3,22,3,0.88
poetry,R_6FmrT7vlr6Opxlf,25,0,1.0
poetry,R_6VWmuIYj8f3fwrv,20,5,0.8
poetry,R_6h8XdRCsfqgRIkx,23,2,0.92
poetry,R_6hrCwsXjjhcnd8R,16,7,0.6956521739130435
poetry,R_6zLzBz5gkQUqV1L,18,6,0.75
poetry,R_74yYxjlsvuy9VjH,13,8,0.6190476190476191
poetry,R_86XGpiVHnFGFoUp,20,2,0.9090909090909091
poetry,R_88HxYN6GgJ5Iegp,18,7,0.72
poetry,R_88JDpExCGZ89tJf,19,4,0.8260869565217391
poetry,R_8eOCHsVCauRKWZP,23,2,0.92
poetry,R_8eQzcW6Q8E0H33j,20,4,0.8333333333333334
poetry,R_8ek52UdeFL6fhwR,19,6,0.76
poetry,R_8f5hwlxjmPgh6OR,25,0,1.0
poetry,R_8iVl7O7KQBFbjnb,25,0,1.0
poetry,R_8u22iegbDFZD52V,20,4,0.8333333333333334
poetry,R_8vwWGT2JG8jrsUF,20,4,0.8333333333333334
poetry,R_9prIRB1uqucUWo9,17,7,0.7083333333333334
poetry,R_9yspltVJ2Q4gapb,15,9,0.625
poetry,R_AF26wU0MG05av29,6,18,0.25
poetry,R_AFj0IgJOvvZUyoV,24,1,0.96
poetry,R_AGoIqOrrYRsGFr3,17,8,0.68
poetry,R_Acxica29Dwd6uWt,22,3,0.88
poetry,R_Avrgxex0lOolYnD,20,4,0.8333333333333334
poetry,R_BJqaQdcx1dtJQFX,18,7,0.72
poetry,R_BK69XHcGCOaE4s9,21,3,0.875
poetry,R_BxD3l02TDJOzd6N,11,13,0.4583333333333333
poetry,R_C2C9DsTBDV1Nrih,14,10,0.5833333333333334
poetry,R_CjA1oqOHsbAWzPb,5,17,0.22727272727272727
poetry,R_D8KAN56fOLhL3UJ,25,0,1.0
poetry,R_DIXQMlnWaj9y8A9,23,2,0.92
poetry,R_DIsZYq82gnlfhSN,21,4,0.84
poetry,R_DIuEtSWWENuy8YF,21,4,0.84
poetry,R_DSl2BicpBGXlgjv,10,14,0.4166666666666667
poetry,R_DiNRJJXq7o0aGuB,25,0,1.0
poetry,R_DxfWo6pkXcHlrMJ,13,10,0.5652173913043478
poetry,R_Dxip3YHoRLYdRoB,3,21,0.125
poetry,R_O2wZHz3KLd04AF3,14,10,0.5833333333333334
poetry,R_O7L1f6NfFEzgpb3,13,11,0.5416666666666666
poetry,R_OEdaHyD9IMUV7ln,25,0,1.0
poetry,R_OGU1JXv7Tk3wY6J,7,17,0.2916666666666667
poetry,R_OOT1aNRXJkGgewF,24,1,0.96
poetry,R_OezsZELZ68zMqqt,1,24,0.04
poetry,R_OuQeVV2rgQ5f8Dn,25,0,1.0
poetry,R_OxlhT2npvjQMVkB,10,13,0.43478260869565216
poetry,R_POMWTbkYL7xqlkR,24,1,0.96
poetry,R_PvKN8nk3LEiQm5P,16,9,0.64
poetry,R_Q4x22TzFJSpze7v,25,0,1.0
poetry,R_Q5F9eoVVqV4SNGx,3,22,0.12
poetry,R_Q9QmWAbBJYytZ8B,16,8,0.6666666666666666
poetry,R_QmOmnpbygVZunux,19,4,0.8260869565217391
poetry,R_R9QzXy2RaxRHhqp,24,0,1.0
poetry,R_R9pGncNXUJvdzzj,12,12,0.5
poetry,R_RPQhApiS6urCIzn,21,3,0.875
poetry,R_RVJK6ljPU35D9pn,24,1,0.96
poetry,R_RlZ0QcOKJ4JX8I1,11,14,0.44
poetry,R_Rlu0pQ01jNxR1oB,11,14,0.44
poetry,R_RyQvkpcEhNhim6l,18,7,0.72
poetry,R_SBH9YpfKaDoZMLD,17,7,0.7083333333333334
poetry,R_SDkvqN2fyqkDvWN,15,10,0.6
poetry,R_SIhZXwXp9Pmk3q9,20,4,0.8333333333333334
poetry,R_SZwvgJKId3XUxhf,25,0,1.0
poetry,R_T0KgPsW4lMk4ifT,23,2,0.92
poetry,R_T136sXVQGD8NA5z,16,8,0.6666666666666666
poetry,R_T8holnEyGyPU33b,25,0,1.0
poetry,R_TcFktO2oxolgY6d,25,0,1.0
poetry,R_TemIGdGu0WhmOvn,25,0,1.0
poetry,R_Ti4aOgNSH8kcQ4p,16,7,0.6956521739130435
poetry,R_TjhETi2a19Yiacx,13,11,0.5416666666666666
poetry,R_Tw76OBysID17Jo5,25,0,1.0
poetry,R_Uaosn3e3jma2H7j,14,10,0.5833333333333334
poetry,R_UfG3xJi9vmquBvX,24,0,1.0
poetry,R_UnDwgkJjOYjWkyl,19,5,0.7916666666666666
poetry,R_UsYvFXPNWCLdlL3,20,3,0.8695652173913043
poetry,R_UzQ7J62xmQgANXj,17,8,0.68
poetry,R_UzQdjqSzXfgEed3,25,0,1.0
poetry,R_VUMt2frgwnAheTv,22,2,0.9166666666666666
poetry,R_W1AcpcXPGVGVwCl,19,4,0.8260869565217391
poetry,R_WfhfRUyM5f1XHOx,20,5,0.8
poetry,R_Wj4vjzmd6OHgWzL,18,6,0.75
poetry,R_WoMX89IYSHaAUVP,1,24,0.04
poetry,R_WxPNoXcZ1h6Kx1L,7,17,0.2916666666666667
poetry,R_XFCzOdBTabtM6Ln,9,13,0.4090909090909091
poetry,R_XFcrtqTvtVk1FJv,18,6,0.75
poetry,R_XSe0OWQHd30Cvsd,4,21,0.16
poetry,R_XZJ6zfjfHJaqT0R,19,6,0.76
poetry,R_YRM8q7uf7a4Nz9f,8,16,0.3333333333333333
poetry,R_YbLCc2lJ2PNW4r7,18,7,0.72
poetry,R_Z82FgarHe4D0NfH,25,0,1.0
poetry,R_Z9KSwDkxPqsZ56x,4,21,0.16
poetry,R_Zqqwj20hToZ8ndL,2,23,0.08
poetry,R_ZrfubIqDZesf54J,6,19,0.24
poetry,R_Zxg6hVxuceFVNE5,19,6,0.76
poetry,R_a2HGB5LX9o3iAmZ,11,13,0.4583333333333333
poetry,R_b8yeXZ1GNTtbDt7,23,2,0.92
poetry,R_bDUqPeSdOMvfEml,9,16,0.36
poetry,R_bNkFVh9g4fXS6WZ,20,5,0.8
poetry,R_bqKW9VPfkwSjzb3,18,7,0.72
poetry,R_cC7Wv3QtmXXqvHr,18,6,0.75
poetry,R_cJcetxzwToQNiw1,23,2,0.92
poetry,R_dgmi80XideqLWJb,16,9,0.64
poetry,R_diEgOLbTg0OMm4h,12,11,0.5217391304347826
poetry,R_dnksmVZNn7euQyB,22,3,0.88
poetry,R_dp5xLxIClfLo0Vz,22,3,0.88
poetry,R_eA2IqlnLdyuLp4Z,22,3,0.88
poetry,R_eEzFX4Wr3kYs43n,18,7,0.72
poetry,R_eRtdBahibbhXxmh,22,3,0.88
poetry,R_er1AUx6aIRDU5up,20,5,0.8
poetry,R_ezHY2nQOdgZljQR,20,2,0.9090909090909091
poetry,R_oYvbmj8cmjA6zUR,18,6,0.75
poetry,R_pGVcDOGqylExyzD,19,6,0.76
poetry,R_pMpRVgllCIGBtNT,13,12,0.52
poetry,R_pQ0JKFNZ3f0KMo1,25,0,1.0
poetry,R_pgQBvxt2GyaFzqh,20,4,0.8333333333333334
poetry,R_phHoSisv9KKMHXH,25,0,1.0
poetry,R_pt0Mdg6KLqtkISd,13,11,0.5416666666666666
poetry,R_qCIpAK1U8FdM5pL,17,8,0.68
poetry,R_qvUUCRtvCPrCDMB,18,4,0.8181818181818182
poetry,R_qwPgsL6jBv6WwU1,21,4,0.84
poetry,R_r0ElGgyseolLyaR,23,2,0.92
poetry,R_r1solDTYIgyc1UJ,21,4,0.84
poetry,R_r7iPn3rSWRP8Q3D,18,7,0.72
poetry,R_rcYkm4m1oAb1AKB,19,6,0.76
poetry,R_riGYgwG8WXfnRyp,24,1,0.96
poetry,R_sMa6cB3toW8nvcl,11,13,0.4583333333333333
poetry,R_sO0t8sus0OcfVeN,22,2,0.9166666666666666
poetry,R_sR1TCzczdhDvXix,19,6,0.76
poetry,R_sYD3o6faE0syimR,9,16,0.36
poetry,R_sYevX1cxltKAslr,19,6,0.76
poetry,R_sccPt2CW9tghYXL,16,8,0.6666666666666666
poetry,R_sp6MZKX4SSdEgJb,23,2,0.92
poetry,R_sut85qeCqkIF4ch,24,0,1.0
poetry,R_suviQxglIGHEAKt,25,0,1.0
poetry,R_tLfsrJv3q8eLPKF,25,0,1.0
poetry,R_tPQJLKBFUPw2zAJ,24,1,0.96
poetry,R_tPWQXZP15JWWZaN,19,6,0.76
poetry,R_tQkad5Neg7HpoFH,18,6,0.75
poetry,R_tWCkEiRWifPWIMN,7,17,0.2916666666666667
poetry,R_u38Zx1W6MJ6oYaB,25,0,1.0
poetry,R_ul7GzSHAx5OxDtD,9,15,0.375
poetry,R_usMflr9l0tTfDgJ,5,20,0.2
poetry,R_vSOKfDyrLBgi2yJ,19,6,0.76
poetry,R_vYsCZeJIQVNwwtb,23,1,0.9583333333333334
poetry,R_vjd8DENYUsRGZkR,12,11,0.5217391304347826
poetry,R_vvK0OjJ5GTIi7S1,13,10,0.5652173913043478
poetry,R_w0iONwBrDgsA8al,25,0,1.0
poetry,R_wUmSTlccFkqiPol,24,1,0.96
poetry,R_x56IsLSRuBLVAml,19,6,0.76
poetry,R_xgw3GtgywPya7ZL,22,3,0.88
poetry,R_xhWGpTcRIRM6Ot3,23,2,0.92
poetry,R_xin6X4Rum87Bt9n,17,7,0.7083333333333334
poetry,R_xmCwiddjUWiUK0F,19,6,0.76
poetry,R_xnqTYnq9QZFV1Zf,21,4,0.84
poetry,R_xxa4Ak9evqOa4tr,25,0,1.0
poetry,R_yxLAm7NTkFUFD1f,12,10,0.5454545454545454
poetry,R_yxSNgyJyeWOcuRP,18,7,0.72
poetry,R_z6JI63PK9GqMsc9,0,25,0.0
poetry,R_zTLGYlN1M826wr7,21,4,0.84
